user_id,user_journey
387096,Homepage-Pricing-Checkout-Courses-Pricing-Checkout-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Career tracks-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Sign up-Log in-Log in-Homepage-Sign up-Log in-Log in-Homepage-Log in-Coupon
387813,Homepage-Sign up-Other-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Coupon
389689,Other-Coupon
391783,Other-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Pricing-Career track certificate-Sign up-Checkout
392228,Other-Log in-Homepage-Log in-Log in-Log in-Log in-Career track certificate-Pricing-Upcoming courses-Homepage-Log in-Homepage-Course certificate-Log in-Log in-Checkout
392235,Other-Homepage-Log in-Homepage-Log in-Log in-Coupon-Coupon-Coupon-Homepage-Log in-Other-Log in-Checkout-Coupon-Coupon
392285,Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Sign up-Log in-Homepage-Pricing-Pricing-Checkout-Checkout
393904,Other-Log in-Other-Log in-Log in-Other-Log in-Log in-Other-Log in-Coupon-Homepage-Pricing-Career tracks-Coupon-Log in-Coupon-Coupon
394304,Homepage-Other-Homepage-Log in-Homepage-Pricing-Log in-Log in-Log in-Checkout-Checkout
394696,Other-Homepage-Log in-Log in-Log in-Log in-Sign up-Homepage-Log in-Checkout
395521,Homepage-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Career tracks-Other-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Log in-Log in-Coupon-Homepage-Log in-Checkout-Log in-Checkout
396099,Homepage-Career tracks-Sign up-Other-Homepage-Log in-Other-Log in-Log in-Career tracks-Log in-Homepage-Log in-Checkout
396791,Other-Log in-Checkout
397234,Log in
397395,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Pricing-Coupon-Homepage-Career tracks-Career tracks-Pricing-Checkout-Pricing-Checkout
398805,Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout
399029,Other-Pricing-Sign up-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Log in-Log in-Log in-Log in-Log in-Pricing-Course certificate-Log in-Other-Log in-Homepage-Pricing-Pricing-Log in-Pricing-Log in
401176,Log in-Log in-Log in-Log in-Homepage-Log in-Courses-Sign up-Coupon-Coupon-Coupon-Other-Sign up-Checkout-Checkout-Homepage-Sign up-Log in-Checkout-Other-Courses-Homepage-Log in-Checkout-Other-Other-Homepage-Sign up-Log in-Pricing-Checkout-Checkout-Checkout
402831,Homepage-Other-Log in-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Sign up-Checkout
403662,Other-Log in-Log in-Log in-Checkout-Log in-Homepage-Log in-Checkout-Checkout
404128,Other-Other-Log in-Other-Homepage-Other-Other-Pricing-Sign up-Homepage-Career tracks-Sign up-Homepage-Career tracks-Courses-Career tracks-Success stories-Homepage-Homepage-Courses-Courses-Pricing-Homepage-Homepage-Pricing-Log in-Checkout-Checkout-Checkout-Pricing-Checkout-Pricing-Sign up-Pricing-Log in-Checkout-Checkout-Checkout-Checkout-Checkout
406828,Other-Homepage-Career tracks-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
408209,Other-Log in-Log in-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Log in-Log in-Checkout-Checkout
409365,Other-Homepage-Log in-Log in-Checkout
409856,Log in-Homepage-Pricing-Checkout-Homepage-Log in-Coupon-Homepage-Pricing-Checkout-Pricing-Resources center-Pricing-Checkout-Pricing-Checkout-Other-Checkout-Checkout-Homepage-Courses-Resources center-Courses-Homepage-Log in-Log in-Checkout-Other-Other-Checkout-Checkout-Checkout-Checkout-Checkout
409908,Other-Log in-Homepage-Pricing-Courses-Career tracks-Sign up-Career tracks-Log in-Checkout-Checkout-Log in-Checkout-Checkout-Instructors-About us-Other
409923,Other-Homepage-Courses-Pricing-Checkout-Courses-Course certificate-Courses-Course certificate-Career tracks-Sign up-Career tracks-Course certificate-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Courses-Homepage-Log in-Sign up-Log in-Other-Log in-Checkout
411342,Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Log in-Sign up-Log in-Log in-Sign up-Log in-Log in-Homepage-Log in-Checkout
411785,Log in-Pricing-Log in-Pricing-Courses-Career tracks-Sign up-Log in-Career track certificate-Career tracks-Sign up-Log in-Log in-Homepage-Pricing-Log in-Homepage-Pricing-Coupon-Log in-Checkout
412496,Other-Log in-Log in-Log in-Log in-Log in-Log in-Instructors-Pricing-Sign up-Sign up-Log in-Homepage-Sign up-Log in-Other-Log in-Coupon
412594,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Log in-Log in-Log in-Homepage-Sign up-Log in-Log in-Checkout
413004,Other-Other-Homepage-Log in-Log in-Checkout
413388,Other-Log in-Other-Log in-Log in-Log in-Checkout
413389,Other-Other-Other-Other-Other-Other-Other-Other-Log in-Other-Log in-Other-Other-Other-Other-Other-Other-Other
413937,Homepage-Log in-Sign up-Log in-Log in-Log in-Coupon
415429,Log in-Checkout-Other-Sign up-Log in-Checkout
416030,Other-Log in-Checkout-Checkout
416191,Other-Other-Other-Log in-Pricing-Checkout-Coupon
416252,Other-Log in-Log in-Log in-Log in-Log in-Career track certificate-Log in-Log in-Course certificate-Log in-Log in-Log in-Log in-Log in-Log in-Other-Homepage-Homepage-Log in-Checkout
417291,Log in-Log in-Career track certificate-Log in-Log in-Homepage-Log in-Log in-Log in-Homepage-Log in-Other-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Other-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Checkout-Coupon-Sign up-Checkout-Coupon-Checkout
419662,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Resources center-Log in-Other-Resources center-Other-Other-Resources center-Courses-Sign up-Other-Resources center-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Log in-Resources center-Resources center-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Resources center-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Log in-Log in-Log in-Log in-Log in-Log in-Other-Other-Checkout
422145,Homepage-Homepage-Sign up-Log in-Sign up-Log in-Log in-Log in-Homepage-Course certificate-Coupon
422502,Other-Homepage-Courses-Sign up-Homepage-Career tracks-Courses-Sign up-Courses-Log in-Courses-Log in-Courses-Log in-Courses-Log in-Coupon
424430,Log in-Log in-Log in-Checkout
424647,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Sign up-Log in-Homepage-Career tracks-Sign up-Log in-Checkout-Coupon-Coupon-Coupon-Coupon-Coupon
425604,Other-Homepage-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Other-Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Other-Other-Other-Other-Other-Homepage-Log in-Sign up-Log in-Coupon-Coupon
426125,Checkout-Log in-Log in-Log in-Log in-Homepage-Log in-Coupon-Homepage-Sign up-Log in-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Log in-Checkout
426242,Homepage-Career tracks-Courses-Log in-Coupon-Log in-Checkout
426843,Homepage-Courses-Upcoming courses-Pricing-Resources center-Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Checkout-Checkout
427084,Other-Homepage-Log in-Log in-Log in-Homepage-Pricing-Log in-Log in-Log in-Coupon
430496,Homepage-Career track certificate-Other-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Courses-Log in-Log in-Log in-Homepage-Log in-Log in-Checkout-Checkout-Checkout
431537,Other-Homepage-Log in-Other-Log in-Log in-Log in-Log in-Homepage-Courses-Pricing-Courses-Sign up-Homepage-Log in-Other-Log in-Homepage-Pricing-Sign up-Log in-Other-Log in-Checkout
431959,Other-Log in-Log in-Checkout
432001,Other-Checkout-Homepage-Log in-Log in-Log in-Log in-Coupon-Log in-Checkout
432224,Other-Coupon
433243,Homepage-Course certificate-Sign up-Homepage-Courses-Sign up-Homepage-Courses-Courses-Other-Log in-Log in-Log in-Log in-Log in-Homepage-Courses-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Coupon-Coupon-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
434169,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Log in-Checkout
434675,Other-Log in-Log in-Career tracks-Courses-Career tracks-Courses-Sign up-Homepage-Log in-Log in-Coupon
434958,Other-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
435391,Homepage-Pricing-Sign up-Homepage-Log in-Log in-Sign up-Sign up-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Checkout-Checkout-Checkout-Checkout
436554,Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Resources center-Career track certificate-Homepage-Courses-Log in-Homepage-Homepage-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Courses-Log in-Other-Log in-Checkout
437668,Other-Log in-Coupon-Homepage-Courses-Homepage-Log in-Coupon
437976,Other-Checkout-Log in-Log in-Checkout-Checkout
438159,Log in-Log in-Homepage-Sign up-Other-Checkout-Checkout-Checkout-Checkout-Log in-Other-Other-Homepage-Log in-Homepage-Log in-Checkout-Checkout-Log in-Checkout-Checkout
439941,Career track certificate-Sign up-Log in-Log in-Log in-Coupon
441122,Career track certificate-Pricing-Sign up-Log in-Homepage-Log in-Log in-Checkout
444315,Other-Coupon
444322,Homepage-Log in-Homepage-Log in-Sign up-Log in-Log in-Log in-Log in-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Homepage-Log in-Homepage-Log in-Checkout-Sign up-Homepage-Log in-Checkout-Log in-Homepage-Log in-Checkout-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
445812,Other-Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Homepage-Log in-Log in-Log in-Homepage-Log in-Log in-Homepage-Log in-Checkout
446564,Other-Other-Homepage-Log in-Checkout-Homepage-Course certificate-Checkout
448260,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Checkout
448561,Sign up-Log in-Log in-Other-Other-Other
448776,Log in-Log in-Checkout-Course certificate-Log in-Log in-Log in-Log in-Log in-Checkout-Checkout-Checkout-Log in-Checkout-Log in-Courses-Sign up-Courses-Sign up-Log in-Courses-Resources center-Other-Sign up-Courses-Pricing-Checkout-Homepage-Log in-Checkout-Checkout
451138,Sign up-Homepage-Log in-Homepage-Log in-Other-Sign up-Log in-Checkout
451530,Other-Log in-Coupon
451998,Other-Sign up-Homepage-Log in-Checkout-Checkout
452301,Checkout-Homepage-Homepage-Pricing-Checkout-Homepage-Courses-Checkout
452465,Sign up-Homepage-Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
452803,Coupon-Coupon
453232,Sign up-Homepage-Sign up-Log in-Homepage-Log in-Checkout
453489,Log in-Log in-Log in-Sign up-Log in-Coupon-Checkout-Coupon
453696,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Career tracks-Courses-Homepage-Career track certificate-Career tracks-Courses-Pricing-Checkout-Homepage-Pricing-Career tracks-Homepage-Sign up-Homepage-Courses-Homepage-Sign up-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Checkout
454131,Sign up-Homepage-Pricing-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout
454272,Sign up-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Log in-Log in-Homepage-Log in-Homepage-Pricing-Log in-Log in-Other-Log in-Homepage-Log in-Log in-Other-Log in-Other-Log in-Coupon
454460,Coupon-Log in-Sign up-Coupon-Coupon-Coupon-Log in-Checkout-Checkout-Checkout-Checkout-Coupon-Coupon-Coupon-Coupon
454551,Other-Homepage-Log in-Coupon-Coupon-Coupon-Coupon-Log in-Coupon-Coupon-Coupon-Checkout-Homepage-Log in-Coupon-Coupon-Checkout-Coupon-Coupon-Coupon-Checkout-Log in-Checkout-Checkout-Coupon-Log in-Checkout-Log in-Checkout-Coupon
454643,Coupon-Courses-Sign up-Homepage-Courses-Courses-Pricing-Courses-Pricing-Courses-Upcoming courses-Courses-Homepage-Sign up-Resources center-Upcoming courses-Courses-Upcoming courses-Courses-Homepage-Courses-Sign up-Log in-Checkout-Checkout-Checkout-Courses-Log in-Checkout-Checkout-Checkout-Homepage-Log in-Checkout-Homepage-Courses-Sign up-Log in-Checkout-Checkout-Courses-Other-Homepage-Other-Log in-Checkout-Log in-Homepage-Log in-Homepage-Courses-Log in-Homepage-Courses-Homepage-Courses-Log in-Homepage-Resources center-Log in-Log in-Courses-Career track certificate-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Course certificate-Pricing-Courses-Pricing-Courses-Sign up-Log in-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Courses-Career tracks-Courses-Upcoming courses-Courses-Career tracks-Courses-Checkout-Homepage-Courses-Other-Courses-Log in-Sign up-Log in-Checkout-Courses-Homepage-Courses-Career tracks-Log in-Homepage-Career tracks-Courses-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Checkout-Other-Career tracks-Log in-Checkout-Other-Courses-Courses-Coupon-Homepage-Log in-Checkout-Courses-Pricing-Checkout-Checkout-Homepage-Log in-Checkout
454666,Log in-Checkout-Coupon-Coupon-Coupon
454953,Sign up-Log in-Sign up-Log in-Other-Log in-Log in-Other-Log in-Log in-Log in-Other-Sign up-Log in-Log in-Log in-Other-Log in-Other-Sign up-Log in-Checkout-Checkout
455041,Sign up-Sign up-Log in-Checkout
455122,Career tracks-Courses-Courses-Sign up-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Checkout
455204,Courses-Sign up-Homepage-Courses-Homepage-Courses-Sign up-Courses-Log in-Checkout-Checkout
455234,Log in-Sign up-Homepage-Courses-Coupon
455343,Checkout-Homepage-Career track certificate-Career tracks-Coupon
455568,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Sign up-Homepage-Pricing-Courses-Sign up-Log in-Log in-Homepage-Sign up-Log in-Log in-Log in-Log in-Log in-Homepage-Pricing-Checkout-Homepage-Log in-Log in-Log in-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout
456100,Sign up-Homepage-Upcoming courses-Courses-Career track certificate-Coupon-Homepage-Log in-Other
456261,Sign up-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Checkout-Sign up-Log in-Checkout-Checkout-Log in-Log in-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Log in-Checkout-Checkout-Checkout
456271,Log in-Other-Log in-Log in-Log in-Other-Other-Other
456277,Other-Homepage-Log in-Homepage-Log in-Coupon-Homepage-Log in-Checkout-Checkout
456808,Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
456907,Other-Log in-Log in-Checkout
456953,Resources center-Career tracks-Sign up-Log in-Homepage-Career tracks-Homepage-Career tracks-Resources center-Other-Sign up-Log in-Checkout-Checkout
456993,Homepage-Sign up-Homepage-Log in-Log in-Homepage-Pricing-Checkout-Log in-Coupon
457261,Homepage-Sign up-Log in-Checkout-Checkout-Checkout-Checkout
457417,Log in-Sign up-Log in-Checkout-Checkout
457609,Homepage-Sign up-Log in-Career track certificate-Log in-Courses-Course certificate-Career tracks-Sign up-Log in-Homepage-Log in-Checkout
458068,Log in-Sign up-Log in-Log in-Checkout-Checkout-Checkout-Log in-Homepage-Log in-Homepage-Log in-Checkout-Checkout-Log in-Checkout
458392,Log in-Resources center-Log in-Log in-Checkout
458421,Homepage-Pricing-Homepage-Sign up-Homepage-Sign up-Sign up-Checkout
458604,Log in-Homepage-Sign up-Log in-Checkout
458926,Homepage-Sign up-Homepage-Log in-Log in-Log in-Log in-Log in-Coupon
459141,Sign up-Log in-Homepage-Career tracks-Sign up-Log in-Homepage-Log in-Sign up-Checkout-Courses-Career tracks-Checkout-Checkout
459147,Other-Homepage-Career tracks-Log in-Log in-Log in-Checkout
459170,Other-Courses-Courses-Sign up-Courses-Courses-Pricing-Homepage-Homepage-Sign up-Homepage-Log in-Other-Log in-Other-Log in-Log in-Log in-Checkout-Checkout-Checkout-Checkout
459364,Pricing-Checkout-Homepage-Resources center-Sign up-Homepage-Pricing-Homepage-Courses-Log in-Checkout
459409,Other-Career tracks-Sign up-Coupon
459494,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
459526,Homepage-Career track certificate-Sign up-Homepage-Pricing-Log in-Coupon-Coupon
459560,Homepage-Career tracks-Pricing-Courses-Sign up-Homepage-Log in-Homepage-Log in-Checkout-Checkout
459756,Homepage-Courses-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Log in-Checkout
459946,Homepage-Pricing-Courses-Career tracks-Courses-Sign up-Homepage-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Courses-Pricing-Resources center-Courses-Homepage-Log in-Homepage-Courses-Courses-Upcoming courses-Courses-Pricing-Courses-Courses-Log in-Checkout
460104,Homepage-Sign up-Sign up-Homepage-Log in-Log in-Log in-Log in-Checkout
460122,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Log in-Sign up-Homepage-Pricing-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
460469,Homepage-Courses-Sign up-Courses-Courses-Coupon-Homepage-Courses
460480,Other-Coupon-Coupon-Log in-Log in-Homepage-Checkout
460665,Homepage-Sign up-Pricing-Sign up-Coupon-Coupon-Instructors-Log in-Checkout
460879,Homepage-Course certificate-Upcoming courses-Upcoming courses-Resources center-Other-Sign up-Log in-Checkout-Log in-Log in-Checkout-Log in-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
460950,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Career track certificate-Courses-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Log in-Checkout-Log in-Log in-Log in-Log in-Checkout
461029,Homepage-Sign up-Courses-Sign up-Courses-Pricing-Sign up-Homepage-Career track certificate-Pricing-Career track certificate-Sign up-Log in-Log in-Checkout-Checkout
461046,Courses-Sign up-Homepage-Sign up-Other-Career track certificate-Sign up-Homepage-Sign up-Pricing-Checkout-Coupon-Coupon-Homepage-Log in-Coupon
461150,Courses-Sign up-Checkout-Checkout-Homepage-Resources center-Pricing-Resources center-Other-Homepage-Homepage-Career track certificate-Pricing-Resources center-Course certificate-Career track certificate-Career tracks-Sign up-Coupon-Career tracks-Sign up-Log in-Homepage-Course certificate-Homepage-Courses-Sign up-Log in-Coupon
461171,Other-Courses-Career tracks-Sign up-Career tracks-Sign up-Log in-Career tracks-Courses-Sign up-Log in-Log in-Log in-Homepage-Log in-Log in-Checkout
461311,Homepage-Career tracks-Course certificate-Courses-Pricing-Homepage-Career tracks-Homepage-Career tracks-Sign up-Sign up-Log in-Courses-Sign up-Courses-Log in-Coupon
461458,Pricing-Sign up-Pricing-Sign up-Pricing
461513,Homepage-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Sign up-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Homepage-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Pricing-Log in-Checkout-Checkout-Log in-Log in-Other-Log in-Checkout
461729,Pricing-Sign up-Homepage-Log in-Log in-Log in-Checkout-Checkout-Checkout-Checkout-Checkout-Log in-Checkout-Pricing-Other-Pricing-Checkout-Log in-Checkout
461745,Other-Log in
461840,Homepage-Sign up-Log in
461865,Homepage-Pricing-Homepage-Courses-Pricing-Homepage-Courses-Pricing-Courses-Sign up-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Sign up-Checkout-Log in-Checkout-Checkout
461948,Career tracks-Sign up-Log in-Other-Log in-Log in-Log in-Checkout
461953,Homepage-Courses-Sign up-Courses-Career tracks-Sign up-Homepage-Pricing-Sign up-Coupon-Coupon
461955,Homepage-Courses-Pricing-Sign up-Sign up-Log in-Checkout
461995,Homepage-Log in-Coupon-Coupon
462048,Homepage-Pricing-Career track certificate-Sign up-Career track certificate-Course certificate-Sign up-Course certificate-Sign up-Courses-Career tracks-Course certificate-Sign up-Log in-Sign up-Log in-Log in-Checkout-Checkout
462077,Homepage-Sign up-Coupon
462149,Homepage-Course certificate-Homepage-Career tracks-Sign up-Homepage-Career tracks-Sign up-Homepage-Sign up-Log in-Homepage-Sign up-Checkout
462159,Other-Sign up-Log in-Coupon-Homepage-Sign up
462167,Homepage-Pricing-Career tracks-Sign up-Log in-Homepage-Career tracks-Courses-Career tracks-Homepage-Sign up-Log in-Homepage-Career track certificate-Log in-Homepage-Log in-Homepage-Career track certificate-Checkout
462188,Sign up
462221,Career tracks-Courses-Courses-Log in-Checkout-Checkout-Checkout-Checkout-Homepage-Log in-Checkout
462281,Other-Checkout-Other-Log in-Checkout-Homepage-Log in-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
462370,Other-Homepage-Log in-Checkout
462426,Coupon
462441,Coupon
462449,Homepage-Courses-Pricing-Homepage-Pricing-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Sign up-Coupon
462467,Resources center-Other-Homepage-Resources center-Log in-Other-Log in-Sign up-Coupon
462471,Coupon-Coupon-Coupon-Coupon-Homepage-Sign up-Log in-Coupon
462473,Coupon
462474,Other-Course certificate-Pricing-Career track certificate-Log in-Sign up-Sign up-Log in-Other-Log in-Other-Log in-Log in-Courses-Career track certificate-Pricing-Career track certificate-Pricing-Career track certificate-Other-Pricing-Checkout-Pricing-Career track certificate-Sign up-Log in-Pricing-Career track certificate-Log in-Homepage-Course certificate-Career track certificate-Course certificate-Career track certificate-Sign up-Log in-Homepage-Pricing-Course certificate-Log in-Homepage-Log in-Homepage-Log in-Log in-Checkout
462484,Coupon
462488,Other-Log in-Log in-Log in-Checkout
462489,Homepage-Pricing-Upcoming courses-Career tracks-Sign up-Career tracks-Career track certificate-Resources center-Pricing-Courses-Courses-Sign up-Log in-Homepage-Pricing-Resources center-Career track certificate-Courses-Coupon-Coupon
